time,temperature_2m_mean (°C),daylight_duration (s),rain_sum (mm),snowfall_sum (cm),relative_humidity_2m_mean (%),pressure_msl_mean (hPa),surface_pressure_mean (hPa),temperature_2m_max (°C),temperature_2m_min (°C),cloud_cover_mean (%),wind_speed_10m_max (km/h),precipitation_sum (mm),sunshine_duration (s),wind_direction_10m_dominant (°),longitude,latitude,elevation
2024-12-25,2.2,35203.63,0.0,0.0,63,1025.6,854.0,9.7,-2.3,0,3.6,0.0,31384.4,315,46.95652,35.32513,1502.0
2024-12-26,2.7,35219.24,0.0,0.0,56,1026.2,854.7,10.5,-2.8,17,7.2,0.0,31374.06,195,46.95652,35.32513,1502.0
2024-12-27,4.6,35237.98,3.4,1.33,72,1021.7,852.1,9.2,0.7,100,12.4,5.3,2767.88,159,46.95652,35.32513,1502.0
2024-12-28,2.1,35259.83,5.7,9.17,94,1020.8,849.9,4.9,-1.1,66,13.7,18.8,15044.41,174,46.95652,35.32513,1502.0
2024-12-29,1.2,35284.74,0.0,0.0,84,1025.0,852.9,5.9,-2.0,56,10.9,0.0,27238.32,212,46.95652,35.32513,1502.0
2024-12-30,1.6,35312.67,0.0,0.0,75,1022.2,850.9,7.5,-2.5,35,9.9,0.0,29585.2,203,46.95652,35.32513,1502.0
2024-12-31,1.2,35343.58,0.0,0.42,74,1023.8,851.9,6.5,-2.5,66,6.3,0.6,27051.08,4,46.95652,35.32513,1502.0
2025-01-01,0.7,35377.44,0.0,0.0,69,1027.7,854.8,5.1,-3.3,48,14.2,0.0,28633.17,34,46.95652,35.32513,1502.0
2025-01-02,-0.3,35414.19,0.0,0.0,60,1031.5,857.4,6.4,-3.6,0,10.7,0.0,31888.03,24,46.95652,35.32513,1502.0
2025-01-03,-0.1,35453.8,0.0,0.0,57,1027.8,854.5,7.8,-4.4,0,5.1,0.0,32013.91,269,46.95652,35.32513,1502.0
2025-01-04,0.1,35496.23,0.0,0.0,53,1024.9,852.2,8.8,-3.7,6,6.4,0.0,32118.62,240,46.95652,35.32513,1502.0
2025-01-05,2.5,35541.43,0.0,0.28,59,1022.7,851.7,10.1,-3.3,42,7.5,0.4,32052.69,189,46.95652,35.32513,1502.0
2025-01-06,3.5,35589.37,0.0,0.7,57,1022.5,852.1,9.3,-1.6,57,8.7,1.0,25200.0,171,46.95652,35.32513,1502.0
2025-01-07,3.2,35640.09,0.2,0.0,68,1026.7,855.4,10.2,-2.0,79,10.8,0.2,26995.47,9,46.95652,35.32513,1502.0
2025-01-08,2.8,35694.16,0.0,0.0,75,1027.7,856.1,9.2,-2.0,48,10.5,0.0,22371.73,31,46.95652,35.32513,1502.0
2025-01-09,1.9,35751.6,0.0,0.0,74,1026.0,854.1,10.1,-2.6,0,8.2,0.0,32397.77,12,46.95652,35.32513,1502.0
2025-01-10,2.4,35812.25,0.0,0.0,68,1025.1,853.6,10.3,-2.7,0,5.4,0.0,32464.14,342,46.95652,35.32513,1502.0
2025-01-11,3.3,35876.0,1.7,3.78,68,1021.8,851.4,11.2,-2.2,56,16.8,7.1,24820.57,183,46.95652,35.32513,1502.0
2025-01-12,1.4,35942.71,1.5,1.05,91,1023.5,851.7,4.6,-2.2,79,4.4,3.0,7402.33,218,46.95652,35.32513,1502.0
2025-01-13,0.9,36012.26,0.0,0.0,77,1027.5,854.8,7.7,-3.2,34,4.3,0.0,30235.42,346,46.95652,35.32513,1502.0
2025-01-14,2.3,36084.52,0.0,0.0,54,1026.1,854.4,10.1,-3.5,33,4.8,0.0,32761.71,296,46.95652,35.32513,1502.0
2025-01-15,2.6,36159.36,0.0,0.0,52,1023.8,852.6,12.1,-3.0,9,9.9,0.0,32843.38,218,46.95652,35.32513,1502.0
2025-01-16,0.9,36236.66,0.0,0.0,71,1023.5,851.5,8.8,-3.2,17,10.8,0.0,31332.27,269,46.95652,35.32513,1502.0
2025-01-17,0.9,36316.3,0.0,0.0,66,1022.0,850.2,7.5,-3.6,17,8.7,0.0,32245.08,9,46.95652,35.32513,1502.0
2025-01-18,0.6,36398.15,0.0,0.0,61,1018.1,846.8,8.3,-3.7,29,8.4,0.0,33103.52,263,46.95652,35.32513,1502.0
2025-01-19,0.9,36482.09,0.0,0.0,66,1016.2,845.4,6.4,-3.3,51,12.7,0.0,31932.08,251,46.95652,35.32513,1502.0
2025-01-20,-0.4,36568.01,0.0,2.31,77,1020.1,847.9,4.2,-5.1,80,13.4,3.3,7950.83,210,46.95652,35.32513,1502.0
2025-01-21,-2.5,36655.77,0.0,0.0,67,1027.6,853.0,3.5,-6.2,7,3.0,0.0,33383.42,342,46.95652,35.32513,1502.0
2025-01-22,-1.3,36745.27,0.0,0.0,54,1029.0,854.8,6.5,-7.5,41,4.6,0.0,33480.47,342,46.95652,35.32513,1502.0
2025-01-23,1.8,36836.4,0.0,0.0,47,1025.6,853.7,9.0,-4.2,84,11.3,0.0,26430.78,191,46.95652,35.32513,1502.0
2025-01-24,3.0,36929.03,0.0,0.28,59,1022.8,852.1,6.6,-0.2,99,9.4,0.4,8421.49,177,46.95652,35.32513,1502.0
2025-01-25,1.7,37023.06,0.5,0.7,80,1023.7,852.1,6.4,-0.9,70,4.8,1.5,29843.53,183,46.95652,35.32513,1502.0
2025-01-26,1.9,37118.37,0.0,0.0,74,1023.9,852.4,7.7,-2.0,89,9.0,0.0,25499.37,156,46.95652,35.32513,1502.0
2025-01-27,1.6,37215.05,0.1,1.61,79,1023.5,851.9,3.8,-1.4,100,12.2,2.4,0.0,20,46.95652,35.32513,1502.0
2025-01-28,0.5,37314.09,0.0,0.0,72,1026.1,853.4,5.8,-3.9,36,10.6,0.0,31908.07,30,46.95652,35.32513,1502.0
2025-01-29,-0.7,37415.54,0.0,0.0,74,1029.2,855.3,5.8,-4.4,0,11.3,0.0,34203.95,16,46.95652,35.32513,1502.0
2025-01-30,-0.2,37519.23,0.0,0.0,61,1030.0,856.2,7.5,-4.4,0,10.1,0.0,34315.4,6,46.95652,35.32513,1502.0
2025-01-31,0.6,37625.04,0.0,0.0,48,1025.9,853.3,9.9,-4.8,38,5.1,0.0,34429.0,357,46.95652,35.32513,1502.0
2025-02-01,0.2,37732.81,0.0,0.0,59,1023.5,851.0,8.7,-4.5,46,9.7,0.0,34544.59,1,46.95652,35.32513,1502.0
2025-02-02,1.3,37842.4,0.0,0.0,46,1023.3,851.5,9.1,-4.5,0,4.7,0.0,34662.01,353,46.95652,35.32513,1502.0
2025-02-03,1.6,37953.67,0.0,0.0,45,1020.1,849.0,10.8,-3.8,14,7.7,0.0,34781.11,269,46.95652,35.32513,1502.0
2025-02-04,1.5,38066.48,0.0,0.0,51,1019.1,848.1,10.4,-3.7,54,11.8,0.0,34901.72,255,46.95652,35.32513,1502.0
2025-02-05,3.2,38180.7,0.4,0.7,61,1013.3,844.2,11.1,-2.9,51,12.7,1.4,35023.7,137,46.95652,35.32513,1502.0
2025-02-06,2.4,38296.2,2.4,4.55,82,1007.0,838.6,6.6,-0.6,96,14.5,8.9,15914.11,152,46.95652,35.32513,1502.0
2025-02-07,-1.6,38412.84,0.1,6.65,86,1019.0,846.3,0.9,-9.0,84,9.3,9.5,3276.7,17,46.95652,35.32513,1502.0
2025-02-08,-4.8,38530.49,0.1,4.55,81,1022.2,847.2,-2.2,-9.4,82,14.8,6.6,12317.96,21,46.95652,35.32513,1502.0
2025-02-09,-4.7,38649.04,0.0,0.7,80,1024.7,849.2,-2.4,-9.0,98,9.8,0.9,17967.32,33,46.95652,35.32513,1502.0
2025-02-10,-6.2,38768.35,0.0,0.0,83,1028.4,851.4,-1.8,-9.5,78,7.2,0.0,23595.56,1,46.95652,35.32513,1502.0
2025-02-11,-4.7,38888.3,0.0,0.0,82,1030.1,853.8,1.0,-9.5,46,6.2,0.0,34976.06,2,46.95652,35.32513,1502.0
2025-02-12,-2.9,39008.79,0.0,0.0,80,1028.9,853.8,2.6,-6.8,61,7.5,0.0,30016.73,6,46.95652,35.32513,1502.0
2025-02-13,-0.2,39129.67,0.0,0.56,78,1023.3,850.7,6.6,-4.0,40,7.7,0.8,33301.74,315,46.95652,35.32513,1502.0
2025-02-14,0.6,39250.86,0.4,0.14,75,1022.0,850.0,5.2,-4.4,45,17.2,0.6,24798.58,228,46.95652,35.32513,1502.0
2025-02-15,-0.4,39372.22,0.0,0.0,64,1022.5,849.9,7.5,-4.6,23,8.6,0.0,35757.88,263,46.95652,35.32513,1502.0
2025-02-16,2.6,39493.85,0.0,0.0,48,1017.6,847.5,10.7,-3.8,73,5.5,0.0,28624.6,324,46.95652,35.32513,1502.0
2025-02-17,1.1,39616.82,0.0,1.75,77,1020.2,848.9,5.6,-4.1,62,11.3,2.5,25322.06,292,46.95652,35.32513,1502.0
2025-02-18,0.7,39741.21,0.0,0.0,66,1023.7,851.5,8.4,-4.1,26,9.5,0.0,35962.35,281,46.95652,35.32513,1502.0
2025-02-19,2.7,39866.91,0.0,0.0,52,1019.3,848.9,10.7,-3.8,68,11.7,0.0,36000.0,243,46.95652,35.32513,1502.0
2025-02-20,4.1,39993.79,1.1,2.17,66,1012.9,844.4,10.4,0.7,96,18.2,4.2,26185.36,174,46.95652,35.32513,1502.0
2025-02-21,2.3,40121.73,1.0,4.55,78,1014.4,844.7,4.8,-0.6,73,15.9,7.5,32400.0,231,46.95652,35.32513,1502.0
2025-02-22,-0.1,40250.62,0.0,5.32,81,1017.0,845.5,2.4,-4.3,81,10.0,7.6,11398.7,251,46.95652,35.32513,1502.0
2025-02-23,-2.4,40380.36,0.0,0.21,69,1018.0,845.0,-0.0,-6.1,87,17.5,0.2,33236.57,244,46.95652,35.32513,1502.0
2025-02-24,-5.7,40510.82,0.0,0.0,48,1023.6,847.7,-2.6,-8.8,24,16.9,0.0,36069.92,277,46.95652,35.32513,1502.0
2025-02-25,-5.6,40641.9,0.0,0.0,46,1028.2,851.6,-1.5,-8.9,26,12.9,0.0,36242.83,270,46.95652,35.32513,1502.0
2025-02-26,-3.3,40773.5,0.0,0.0,45,1025.5,850.8,1.3,-7.2,30,16.4,0.0,36334.49,267,46.95652,35.32513,1502.0
2025-02-27,-2.3,40905.5,0.0,0.0,52,1024.7,850.6,2.9,-6.2,3,13.4,0.0,36335.34,282,46.95652,35.32513,1502.0
2025-02-28,-0.7,41037.8,0.0,0.0,54,1021.0,848.5,6.7,-5.4,8,13.5,0.0,36433.9,266,46.95652,35.32513,1502.0
2025-03-01,0.5,41170.3,0.0,0.28,62,1019.7,848.1,6.1,-4.9,36,15.3,0.4,33732.35,279,46.95652,35.32513,1502.0
2025-03-02,0.2,41302.9,0.0,0.07,56,1023.1,850.7,5.7,-4.2,18,12.1,0.1,36540.46,314,46.95652,35.32513,1502.0
2025-03-03,1.7,41435.5,0.0,0.0,50,1022.1,850.7,9.0,-4.6,78,12.4,0.0,36077.66,239,46.95652,35.32513,1502.0
2025-03-04,4.8,41567.98,0.0,0.0,36,1019.6,850.3,12.2,-2.0,100,11.4,0.0,35745.9,195,46.95652,35.32513,1502.0
2025-03-05,6.3,41700.27,1.8,1.19,52,1020.7,852.1,11.9,1.5,100,12.1,3.5,19781.9,152,46.95652,35.32513,1502.0
2025-03-06,6.6,41832.24,1.2,0.0,70,1021.8,853.2,14.0,0.6,37,12.3,1.2,36315.28,269,46.95652,35.32513,1502.0
2025-03-07,6.9,41963.82,3.6,0.0,75,1020.2,852.0,15.4,0.0,85,10.6,3.6,28839.0,28,46.95652,35.32513,1502.0
2025-03-08,6.9,42095.08,6.5,0.0,83,1013.5,846.4,12.8,4.4,94,9.8,6.5,14400.0,12,46.95652,35.32513,1502.0
2025-03-09,5.8,42227.01,5.2,0.0,90,1015.9,847.8,8.9,3.9,97,7.5,5.2,0.0,22,46.95652,35.32513,1502.0
2025-03-10,6.0,42359.72,4.5,0.42,85,1019.2,850.8,10.4,3.4,96,5.2,5.1,14918.74,339,46.95652,35.32513,1502.0
2025-03-11,5.9,42493.11,3.5,0.42,81,1022.1,853.0,13.5,1.7,92,11.3,4.1,26348.47,218,46.95652,35.32513,1502.0
2025-03-12,7.7,42627.09,0.0,0.0,60,1021.7,853.7,16.9,0.8,9,9.2,0.0,38297.78,346,46.95652,35.32513,1502.0
2025-03-13,9.1,42761.57,0.0,0.0,49,1021.6,854.3,18.5,0.5,0,4.7,0.0,38687.38,354,46.95652,35.32513,1502.0
2025-03-14,10.2,42896.45,0.0,0.0,40,1020.6,854.1,20.0,1.4,2,6.6,0.0,39080.66,305,46.95652,35.32513,1502.0
2025-03-15,11.0,43031.66,0.0,0.0,41,1021.3,855.1,19.6,2.7,84,9.1,0.0,35742.64,11,46.95652,35.32513,1502.0
2025-03-16,11.2,43167.11,0.0,0.0,48,1021.1,855.0,20.6,2.6,3,6.1,0.0,39383.57,352,46.95652,35.32513,1502.0
2025-03-17,10.9,43302.69,0.0,0.0,53,1017.9,852.1,21.1,3.3,8,15.8,0.0,39938.84,256,46.95652,35.32513,1502.0
2025-03-18,10.5,43438.34,0.0,0.0,60,1016.2,850.5,19.6,3.2,25,13.5,0.0,40237.31,234,46.95652,35.32513,1502.0
2025-03-19,12.5,43573.96,0.7,0.0,53,1014.1,849.9,19.5,5.3,36,24.1,0.7,38761.3,187,46.95652,35.32513,1502.0
2025-03-20,11.4,43709.46,8.4,0.0,74,1013.7,849.0,15.5,7.9,86,21.4,8.4,28058.18,179,46.95652,35.32513,1502.0
2025-03-21,8.9,43844.75,13.7,0.0,84,1014.9,848.7,14.5,6.2,86,11.1,13.7,15092.18,215,46.95652,35.32513,1502.0
2025-03-22,6.7,43979.75,0.2,0.0,65,1016.2,848.5,14.2,-1.4,29,19.3,0.2,39922.2,228,46.95652,35.32513,1502.0
2025-03-23,4.4,44114.38,0.0,0.0,58,1021.2,851.5,12.5,-1.8,1,14.3,0.0,41149.94,271,46.95652,35.32513,1502.0
2025-03-24,4.2,44248.53,0.6,0.0,54,1022.8,852.7,11.9,-2.5,13,14.5,0.6,41284.0,325,46.95652,35.32513,1502.0
2025-03-25,5.5,44382.12,0.0,0.0,46,1021.9,852.6,14.7,-2.0,15,10.8,0.0,41417.32,325,46.95652,35.32513,1502.0
2025-03-26,7.7,44515.07,0.0,0.0,46,1017.7,850.4,17.2,-0.3,14,14.3,0.0,41549.83,319,46.95652,35.32513,1502.0
2025-03-27,9.8,44647.27,0.0,0.0,55,1016.6,850.6,19.5,2.7,44,13.7,0.0,41681.44,252,46.95652,35.32513,1502.0
2025-03-28,11.0,44778.82,1.8,0.0,61,1017.1,851.5,18.9,4.0,28,11.7,1.8,41812.06,279,46.95652,35.32513,1502.0
2025-03-29,11.6,44910.62,0.3,0.0,63,1016.6,851.5,20.7,4.9,45,12.0,0.3,41942.46,184,46.95652,35.32513,1502.0
2025-03-30,13.4,45042.77,0.0,0.0,55,1015.8,851.7,20.3,6.0,63,15.3,0.0,36129.13,175,46.95652,35.32513,1502.0
2025-03-31,12.8,45175.19,4.3,0.0,64,1016.5,852.1,18.9,7.2,55,22.1,4.3,33399.98,188,46.95652,35.32513,1502.0
2025-04-01,13.8,45307.79,0.6,0.0,64,1017.9,853.7,22.1,7.0,40,13.7,0.6,42334.38,191,46.95652,35.32513,1502.0
2025-04-02,14.6,45440.48,0.8,0.0,64,1015.3,851.9,22.1,8.6,61,19.5,0.8,32314.49,183,46.95652,35.32513,1502.0
2025-04-03,13.6,45573.2,0.2,0.0,64,1014.7,850.9,21.8,6.5,29,18.8,0.2,40945.5,224,46.95652,35.32513,1502.0
2025-04-04,12.2,45705.84,6.3,0.0,78,1015.9,851.2,18.1,6.2,87,13.3,6.3,34207.0,175,46.95652,35.32513,1502.0
2025-04-05,11.6,45838.34,18.3,0.0,86,1013.6,849.0,16.5,9.0,79,22.5,18.3,15007.59,175,46.95652,35.32513,1502.0
2025-04-06,12.4,45970.59,0.0,0.0,67,1017.5,852.6,20.8,5.5,50,13.8,0.0,41641.54,209,46.95652,35.32513,1502.0
2025-04-07,12.6,46102.52,0.0,0.0,64,1019.6,854.5,20.9,5.6,45,9.1,0.0,42826.35,218,46.95652,35.32513,1502.0
2025-04-08,13.3,46234.02,0.3,0.0,64,1020.9,856.0,21.5,6.4,34,12.9,0.3,40448.69,239,46.95652,35.32513,1502.0
2025-04-09,15.9,46365.03,0.0,0.0,53,1016.0,853.2,23.9,8.5,33,16.5,0.0,42920.2,184,46.95652,35.32513,1502.0
2025-04-10,14.8,46495.43,4.0,0.0,66,1008.0,846.0,21.7,8.6,48,25.9,4.0,42636.25,189,46.95652,35.32513,1502.0
2025-04-11,10.6,46625.15,0.0,0.0,60,1008.0,843.7,18.1,3.3,27,14.7,0.0,43013.82,230,46.95652,35.32513,1502.0
2025-04-12,8.1,46754.09,0.0,0.0,56,1010.3,844.4,15.6,1.4,30,20.5,0.0,39548.97,231,46.95652,35.32513,1502.0
2025-04-13,8.8,46882.14,0.0,0.0,58,1015.0,848.7,16.6,1.1,0,18.1,0.0,43107.27,191,46.95652,35.32513,1502.0
2025-04-14,11.1,47009.22,2.3,0.0,57,1012.2,847.6,19.2,3.3,74,16.8,2.3,33506.88,180,46.95652,35.32513,1502.0
2025-04-15,8.2,47135.22,2.4,0.77,62,1013.8,847.3,14.4,2.2,60,30.1,3.5,41309.03,191,46.95652,35.32513,1502.0
2025-04-16,6.0,47260.05,0.1,0.63,61,1018.7,850.3,12.1,0.8,21,12.1,1.0,43200.0,279,46.95652,35.32513,1502.0
2025-04-17,7.0,47383.77,0.0,0.0,56,1020.7,852.5,13.3,0.1,23,17.2,0.0,43200.0,31,46.95652,35.32513,1502.0
2025-04-18,7.7,47507.26,0.0,0.0,52,1019.1,851.5,15.2,0.1,0,12.9,0.0,43200.0,37,46.95652,35.32513,1502.0
2025-04-19,10.2,47630.61,0.0,0.0,52,1016.6,850.7,18.5,1.2,7,10.6,0.0,43200.0,31,46.95652,35.32513,1502.0
2025-04-20,12.1,47753.73,0.0,0.0,56,1015.0,850.4,21.1,3.4,27,8.0,0.0,43200.0,306,46.95652,35.32513,1502.0
2025-04-21,14.1,47876.53,0.0,0.0,56,1016.3,852.5,22.8,5.7,64,8.7,0.0,38920.08,215,46.95652,35.32513,1502.0
2025-04-22,15.0,47998.92,0.3,0.0,56,1018.9,855.2,21.7,9.3,44,13.3,0.3,34491.78,266,46.95652,35.32513,1502.0
2025-04-23,16.6,48120.8,0.0,0.0,48,1016.8,854.2,23.9,9.9,40,17.8,0.0,43206.25,207,46.95652,35.32513,1502.0
2025-04-24,16.9,48242.07,0.0,0.0,49,1016.0,853.7,24.0,11.0,73,20.9,0.0,38536.95,265,46.95652,35.32513,1502.0
2025-04-25,16.3,48362.66,0.3,0.0,58,1014.7,852.3,22.8,11.0,76,15.3,0.3,17015.28,197,46.95652,35.32513,1502.0
2025-04-26,15.5,48482.44,3.9,0.0,70,1014.9,852.1,21.8,11.7,99,16.6,3.9,22511.21,176,46.95652,35.32513,1502.0
2025-04-27,16.5,48601.34,2.4,0.0,63,1013.6,851.5,23.4,11.1,67,21.2,2.4,38523.21,187,46.95652,35.32513,1502.0
2025-04-28,15.9,48719.23,1.6,0.0,67,1014.5,851.9,22.9,11.0,94,15.9,1.6,26013.64,187,46.95652,35.32513,1502.0
2025-04-29,14.0,48836.02,4.6,0.0,77,1015.1,851.5,20.1,8.9,79,17.1,4.6,25825.75,162,46.95652,35.32513,1502.0
2025-04-30,15.9,48951.61,1.0,0.0,61,1015.5,852.8,24.0,8.0,28,12.3,1.0,43236.63,252,46.95652,35.32513,1502.0
2025-05-01,18.2,49065.87,0.0,0.0,44,1015.2,853.7,25.6,9.8,39,10.4,0.0,43997.31,179,46.95652,35.32513,1502.0
2025-05-02,17.8,49178.71,0.2,0.0,54,1014.9,853.3,23.9,12.0,37,24.4,0.2,43605.04,192,46.95652,35.32513,1502.0
2025-05-03,17.1,49290.01,0.1,0.0,68,1014.2,852.3,24.2,11.2,62,17.1,0.1,39740.86,184,46.95652,35.32513,1502.0
2025-05-04,17.2,49399.65,1.8,0.0,67,1011.6,850.2,24.5,10.9,64,24.8,1.8,33268.7,181,46.95652,35.32513,1502.0
2025-05-05,16.4,49507.53,1.3,0.0,57,1010.5,848.8,24.2,7.8,18,23.8,1.3,43200.0,207,46.95652,35.32513,1502.0
2025-05-06,12.5,49613.52,0.7,0.0,65,1015.4,851.0,18.9,6.2,11,18.2,0.7,44413.37,246,46.95652,35.32513,1502.0
2025-05-07,13.3,49717.64,0.0,0.0,63,1015.8,851.7,20.9,5.7,5,15.2,0.0,44276.24,301,46.95652,35.32513,1502.0
2025-05-08,15.3,49820.74,0.0,0.0,56,1014.2,851.4,23.7,6.6,19,6.4,0.0,44847.95,302,46.95652,35.32513,1502.0
2025-05-09,16.9,49922.86,0.0,0.0,53,1014.8,852.7,25.6,8.8,21,8.1,0.0,44855.59,310,46.95652,35.32513,1502.0
2025-05-10,17.6,50023.91,0.0,0.0,52,1014.6,852.9,25.6,9.7,14,7.0,0.0,45008.43,317,46.95652,35.32513,1502.0
2025-05-11,18.4,50123.81,0.0,0.0,48,1013.3,852.2,26.7,10.8,56,8.0,0.0,44721.8,297,46.95652,35.32513,1502.0
2025-05-12,19.1,50222.46,0.3,0.0,46,1008.9,848.8,26.0,12.4,52,16.2,0.3,44363.25,154,46.95652,35.32513,1502.0
2025-05-13,19.6,50319.76,0.0,0.0,45,1006.5,847.1,26.4,11.2,42,21.8,0.0,45331.26,205,46.95652,35.32513,1502.0
2025-05-14,17.1,50415.62,0.0,0.0,48,1010.6,849.3,23.8,10.3,31,21.6,0.0,45643.59,206,46.95652,35.32513,1502.0
2025-05-15,14.1,50509.93,0.4,0.0,63,1014.1,850.6,18.9,6.8,44,24.3,0.4,36000.0,184,46.95652,35.32513,1502.0
2025-05-16,14.7,50602.59,0.0,0.0,51,1017.3,853.7,23.2,6.3,0,12.5,0.0,46110.98,285,46.95652,35.32513,1502.0
2025-05-17,17.5,50693.5,0.0,0.0,46,1016.6,854.5,26.4,7.5,0,7.7,0.0,46146.89,351,46.95652,35.32513,1502.0
2025-05-18,19.7,50782.57,0.0,0.0,48,1016.0,855.1,29.8,9.4,0,11.7,0.0,46181.15,285,46.95652,35.32513,1502.0
2025-05-19,21.6,50869.67,0.0,0.0,46,1013.8,854.2,30.4,12.8,2,14.8,0.0,46213.76,230,46.95652,35.32513,1502.0
2025-05-20,21.1,50954.71,0.0,0.0,38,1013.2,853.4,29.4,12.8,0,15.9,0.0,46359.01,233,46.95652,35.32513,1502.0
2025-05-21,21.9,51037.57,0.0,0.0,37,1012.6,853.3,30.7,13.2,2,19.2,0.0,46390.23,257,46.95652,35.32513,1502.0
2025-05-22,21.8,51118.16,0.0,0.0,36,1012.4,853.0,31.1,13.5,0,15.8,0.0,46537.78,251,46.95652,35.32513,1502.0
2025-05-23,22.0,51196.35,0.0,0.0,34,1009.1,850.4,31.1,12.3,16,8.2,0.0,46687.16,313,46.95652,35.32513,1502.0
2025-05-24,20.9,51272.03,0.0,0.0,42,1006.6,847.8,28.2,13.5,27,11.6,0.0,46184.82,1,46.95652,35.32513,1502.0
2025-05-25,20.3,51345.11,0.2,0.0,44,1009.7,850.1,27.8,11.8,22,14.4,0.2,46621.02,12,46.95652,35.32513,1502.0
2025-05-26,20.6,51415.44,0.0,0.0,37,1012.5,852.6,28.1,11.4,18,9.2,0.0,46894.78,28,46.95652,35.32513,1502.0
2025-05-27,21.3,51483.05,0.0,0.0,35,1010.3,851.1,29.2,12.6,33,10.4,0.0,44879.31,267,46.95652,35.32513,1502.0
2025-05-28,22.7,51548.5,0.0,0.0,31,1008.9,850.6,30.8,13.6,30,12.8,0.0,46815.7,221,46.95652,35.32513,1502.0
2025-05-29,21.6,51611.83,0.0,0.0,29,1007.4,848.8,30.4,11.5,3,18.3,0.0,47352.97,228,46.95652,35.32513,1502.0
2025-05-30,18.4,51672.98,0.0,0.0,34,1011.3,850.5,26.1,10.4,0,16.5,0.0,47376.76,246,46.95652,35.32513,1502.0
2025-05-31,20.5,51731.9,0.0,0.0,30,1013.4,853.3,29.7,9.7,0,8.3,0.0,47530.73,158,46.95652,35.32513,1502.0
2025-06-01,22.8,51788.53,0.0,0.0,25,1011.9,853.1,32.2,12.3,0,9.8,0.0,47551.92,253,46.95652,35.32513,1502.0
2025-06-02,21.9,51842.79,0.0,0.0,28,1010.6,851.6,30.7,12.1,0,14.2,0.0,47706.0,280,46.95652,35.32513,1502.0
2025-06-03,19.3,51894.62,0.0,0.0,32,1008.2,848.3,27.8,10.8,0,17.0,0.0,47860.71,266,46.95652,35.32513,1502.0
2025-06-04,18.6,51943.97,0.2,0.0,38,1008.4,848.2,24.5,10.3,15,14.3,0.2,47741.18,360,46.95652,35.32513,1502.0
2025-06-05,18.1,51990.77,0.0,0.0,37,1012.7,851.5,24.3,11.6,8,13.9,0.0,47201.62,21,46.95652,35.32513,1502.0
2025-06-06,18.8,52034.97,0.0,0.0,31,1012.6,851.8,26.3,9.5,0,7.5,0.0,48187.9,27,46.95652,35.32513,1502.0
2025-06-07,19.6,52076.49,0.2,0.0,34,1012.4,852.0,27.6,11.3,13,18.1,0.2,47779.82,353,46.95652,35.32513,1502.0
2025-06-08,19.8,52115.28,0.0,0.0,34,1013.5,853.0,26.9,11.4,4,10.2,0.0,48214.6,21,46.95652,35.32513,1502.0
2025-06-09,20.6,52151.29,0.0,0.0,33,1011.5,851.8,28.5,12.2,42,9.0,0.0,47394.62,11,46.95652,35.32513,1502.0
2025-06-10,22.4,52184.44,0.0,0.0,30,1009.9,851.3,30.3,13.4,9,11.8,0.0,48090.0,318,46.95652,35.32513,1502.0
2025-06-11,22.9,52214.68,0.0,0.0,32,1011.1,852.5,31.2,13.3,8,10.3,0.0,48095.97,100,46.95652,35.32513,1502.0
2025-06-12,24.7,52241.95,0.0,0.0,26,1012.2,854.3,32.6,14.8,10,15.8,0.0,47954.76,314,46.95652,35.32513,1502.0
2025-06-13,25.4,52266.21,0.0,0.0,25,1012.9,855.2,33.1,15.8,11,6.9,0.0,47664.12,353,46.95652,35.32513,1502.0
2025-06-14,26.0,52287.38,0.0,0.0,22,1009.9,853.0,35.4,16.2,0,17.7,0.0,48838.41,244,46.95652,35.32513,1502.0
2025-06-15,25.8,52305.41,0.0,0.0,20,1007.7,851.0,34.8,15.1,0,16.3,0.0,48840.99,256,46.95652,35.32513,1502.0
2025-06-16,25.3,52320.29,0.0,0.0,20,1004.2,847.8,34.1,14.6,0,21.8,0.0,48999.78,231,46.95652,35.32513,1502.0
2025-06-17,21.9,52332.11,0.0,0.0,21,1007.1,848.7,30.9,12.2,0,16.9,0.0,49011.06,255,46.95652,35.32513,1502.0
2025-06-18,22.1,52340.9,0.0,0.0,21,1009.0,850.3,30.8,11.6,0,11.2,0.0,49019.56,328,46.95652,35.32513,1502.0
2025-06-19,23.5,52346.7,0.0,0.0,27,1008.7,850.8,31.2,13.6,0,13.0,0.0,49025.29,27,46.95652,35.32513,1502.0
2025-06-20,24.6,52349.5,0.0,0.0,25,1006.5,849.5,33.2,15.2,0,10.5,0.0,49028.27,25,46.95652,35.32513,1502.0
2025-06-21,24.9,52349.33,0.0,0.0,18,1006.0,849.2,34.4,15.6,0,13.0,0.0,49028.51,242,46.95652,35.32513,1502.0
2025-06-22,24.8,52346.22,0.0,0.0,16,1006.2,849.3,34.7,15.3,0,11.1,0.0,49026.02,244,46.95652,35.32513,1502.0
2025-06-23,24.9,52340.18,0.0,0.0,17,1005.0,848.3,34.6,15.2,0,15.5,0.0,49020.85,273,46.95652,35.32513,1502.0
2025-06-24,25.6,52331.22,0.0,0.0,20,1005.0,848.7,33.2,15.1,0,11.7,0.0,49012.99,344,46.95652,35.32513,1502.0
